scope,key,value
real,cosine_offdiag_mean,0.0012497732915236364
real,cosine_offdiag_median,0.001242781481516549
real,cosine_offdiag_max,0.0026351685673836806
real,angle_cos_B_offdiag_mean,0.16379190005117997
real,angle_cos_A_offdiag_mean,0.06987245998238271
null_orthogonal,cosine_mean,5.447568925131285e-08
null_orthogonal,cosine_sd,6.338513674212682e-08
null_orthogonal,angle_cos_B_mean,0.06987021303413153
null_orthogonal,angle_cos_B_sd,4.3032452773297373e-07
null_orthogonal,angle_cos_A_mean,0.06987113409052727
null_orthogonal,angle_cos_A_sd,7.054021910072777e-07
null_shuffled,cosine_mean,-2.830823514367439e-07
null_shuffled,cosine_sd,0.0
null_shuffled,angle_cos_B_mean,0.16379190005117997
null_shuffled,angle_cos_B_sd,0.0
null_shuffled,angle_cos_A_mean,0.0698724599823827
null_shuffled,angle_cos_A_sd,0.0
null_replicated,cosine_mean,1.0
null_replicated,cosine_sd,0.0
null_replicated,angle_cos_B_mean,1.0
null_replicated,angle_cos_B_sd,0.0
null_replicated,angle_cos_A_mean,1.0
null_replicated,angle_cos_A_sd,0.0
z,cosine_offdiag_mean,19716.27545616386
z,angle_cos_B_offdiag_mean,218257.80536341865
z,angle_cos_A_offdiag_mean,1.8796253716674247
cosine_by_modtype,q_proj,0.001299653068019876
cosine_by_modtype,k_proj,0.0014300889177859715
cosine_by_modtype,v_proj,0.002210761190783756
cosine_by_modtype,o_proj,0.0015778813637126396
cosine_by_modtype,up_proj,0.0008884492043225121
cosine_by_modtype,down_proj,0.0006890240841069292
cosine_by_layer,layer0,0.002350073578270182
cosine_by_layer,layer1,0.0016619176169479118
cosine_by_layer,layer2,0.0013614443170280577
cosine_by_layer,layer3,0.0012508395142230141
cosine_by_layer,layer4,0.0011590596365131207
cosine_by_layer,layer5,0.0014467662362106699
cosine_by_layer,layer6,0.0014200461547294
cosine_by_layer,layer7,0.0014716530302985589
cosine_by_layer,layer8,0.0016104090809922974
cosine_by_layer,layer9,0.0015981618966051216
cosine_by_layer,layer10,0.0015283931940309023
cosine_by_layer,layer11,0.001777728226764278
cosine_by_layer,layer12,0.0017204822246283378
cosine_by_layer,layer13,0.0016770820134404479
cosine_by_layer,layer14,0.001407141239822692
cosine_by_layer,layer15,0.0013438743853901294
cosine_by_layer,layer16,0.00115557964966418
cosine_by_layer,layer17,0.0010473988149399486
cosine_by_layer,layer18,0.0010019947051629987
cosine_by_layer,layer19,0.0007781614480204956
cosine_by_layer,layer20,0.0007862999006911395
cosine_by_layer,layer21,0.0007330083537640502
cosine_by_layer,layer22,0.0006842349171641745
cosine_by_layer,layer23,0.0006880670404510073
cosine_by_layer,layer24,0.0007644007134859248
cosine_by_layer,layer25,0.0008362892535892578
cosine_by_layer,layer26,0.0008745962895000173
cosine_by_layer,layer27,0.0009650553253998959
cosine_by_layer,layer28,0.0011169461821585948
cosine_by_layer,layer29,0.001082909284642154
cosine_by_layer,layer30,0.0015843995762590598
cosine_by_layer,layer31,0.0016470351413194523
shared_subspace,mean_energy_retained_r16,0.23100072576066755
shared_subspace,avg_rank_ratio,0.0025
