scope,key,value
real,cosine_offdiag_mean,0.021247631986624823
real,cosine_offdiag_median,0.021066337524196087
real,cosine_offdiag_max,0.023971908737398538
real,angle_cos_B_offdiag_mean,0.26169817678385904
real,angle_cos_A_offdiag_mean,0.05536947787198394
null_orthogonal,cosine_mean,-8.415759433003867e-07
null_orthogonal,cosine_sd,5.8104587547966995e-06
null_orthogonal,angle_cos_B_mean,0.06529124280108312
null_orthogonal,angle_cos_B_sd,7.636523860119924e-05
null_orthogonal,angle_cos_A_mean,0.04786557552603881
null_orthogonal,angle_cos_A_sd,7.625534897265651e-05
null_shuffled,cosine_mean,0.0008227141406076459
null_shuffled,cosine_sd,0.0
null_shuffled,angle_cos_B_mean,0.26169817678385904
null_shuffled,angle_cos_B_sd,0.0
null_shuffled,angle_cos_A_mean,0.05536947787198394
null_shuffled,angle_cos_A_sd,0.0
null_replicated,cosine_mean,1.0
null_replicated,cosine_sd,0.0
null_replicated,angle_cos_B_mean,1.0
null_replicated,angle_cos_B_sd,0.0
null_replicated,angle_cos_A_mean,1.0
null_replicated,angle_cos_A_sd,0.0
z,cosine_offdiag_mean,3656.935615458401
z,angle_cos_B_offdiag_mean,2571.9416003984247
z,angle_cos_A_offdiag_mean,98.40493089390831
cosine_by_modtype,q_proj,0.008953347345284569
cosine_by_modtype,k_proj,0.013730808428817734
cosine_by_modtype,v_proj,0.021334110866781185
cosine_by_modtype,o_proj,0.023028349478919068
cosine_by_modtype,up_proj,0.015930245843938776
cosine_by_modtype,down_proj,0.047417162577522654
cosine_by_layer,layer0,0.03527352435044004
cosine_by_layer,layer1,0.033666427627125385
cosine_by_layer,layer2,0.014566653920831531
cosine_by_layer,layer3,0.018491908784754908
cosine_by_layer,layer4,0.025824637024815657
cosine_by_layer,layer5,0.027030466366182754
cosine_by_layer,layer6,0.022318792588422436
cosine_by_layer,layer7,0.02536283784722394
cosine_by_layer,layer8,0.021511636251176046
cosine_by_layer,layer9,0.016999636396757778
cosine_by_layer,layer10,0.017662399078611998
cosine_by_layer,layer11,0.015400472188339303
cosine_by_layer,layer12,0.012054859945160434
cosine_by_layer,layer13,0.011668012311029185
cosine_by_layer,layer14,0.01618870557286307
cosine_by_layer,layer15,0.028848434840134836
shared_subspace,mean_energy_retained_r16,0.6496572958710235
shared_subspace,avg_rank_ratio,0.2
