scope,key,value
real,cosine_offdiag_mean,0.0019651875798365357
real,cosine_offdiag_median,0.0017017778043041567
real,cosine_offdiag_max,0.00774080944123498
real,angle_cos_B_offdiag_mean,0.17177656053883394
real,angle_cos_A_offdiag_mean,0.06864534959473059
null_orthogonal,cosine_mean,6.325154121860652e-07
null_orthogonal,cosine_sd,2.7348563831583707e-06
null_orthogonal,angle_cos_B_mean,0.09311653796329099
null_orthogonal,angle_cos_B_sd,2.423114271279368e-05
null_orthogonal,angle_cos_A_mean,0.068192166654202
null_orthogonal,angle_cos_A_sd,1.7157037257347125e-05
null_shuffled,cosine_mean,-4.1578628132078925e-06
null_shuffled,cosine_sd,0.0
null_shuffled,angle_cos_B_mean,0.17177656053883394
null_shuffled,angle_cos_B_sd,0.0
null_shuffled,angle_cos_A_mean,0.06864534959473059
null_shuffled,angle_cos_A_sd,0.0
null_replicated,cosine_mean,1.0
null_replicated,cosine_sd,0.0
null_replicated,angle_cos_B_mean,1.0
null_replicated,angle_cos_B_sd,0.0
null_replicated,angle_cos_A_mean,1.0
null_replicated,angle_cos_A_sd,0.0
z,cosine_offdiag_mean,718.339389418163
z,angle_cos_B_offdiag_mean,3246.2366099644014
z,angle_cos_A_offdiag_mean,26.413822720734036
cosine_by_modtype,q_proj,0.0005313547507005503
cosine_by_modtype,k_proj,0.0007830282240541375
cosine_by_modtype,v_proj,0.002291812939834051
cosine_by_modtype,o_proj,0.001809275816358293
cosine_by_modtype,up_proj,0.001020086585028566
cosine_by_modtype,down_proj,0.00662332934620072
cosine_by_layer,layer0,0.0038024001913609935
cosine_by_layer,layer1,0.0031083939916972244
cosine_by_layer,layer2,0.0006087482933734644
cosine_by_layer,layer3,0.0006713280571325516
cosine_by_layer,layer4,0.0008354815716325928
cosine_by_layer,layer5,0.0009231521756454086
cosine_by_layer,layer6,0.000980120049388131
cosine_by_layer,layer7,0.0010832600916997684
cosine_by_layer,layer8,0.001008881845883966
cosine_by_layer,layer9,0.0011148109018490053
cosine_by_layer,layer10,0.0012488116748539792
cosine_by_layer,layer11,0.0012167903174564129
cosine_by_layer,layer12,0.0010543377319247565
cosine_by_layer,layer13,0.0010278013561615396
cosine_by_layer,layer14,0.0013138363762357755
cosine_by_layer,layer15,0.009104010870274092
shared_subspace,mean_energy_retained_r16,0.33835542344531383
shared_subspace,avg_rank_ratio,0.05
