scope,key,value
real,cosine_offdiag_mean,0.025469757123829567
real,cosine_offdiag_median,0.025682193127404645
real,cosine_offdiag_max,0.028846692938322416
real,angle_cos_B_offdiag_mean,0.23165303779593302
real,angle_cos_A_offdiag_mean,0.0586381980028336
null_orthogonal,cosine_mean,-5.934689407657759e-07
null_orthogonal,cosine_sd,1.1285645901468484e-05
null_orthogonal,angle_cos_B_mean,0.06522414767395572
null_orthogonal,angle_cos_B_sd,0.00016833069892308353
null_orthogonal,angle_cos_A_mean,0.047839171971451454
null_orthogonal,angle_cos_A_sd,0.00017246490858400544
null_shuffled,cosine_mean,-0.0003180430574554203
null_shuffled,cosine_sd,0.0
null_shuffled,angle_cos_B_mean,0.23165303779593302
null_shuffled,angle_cos_B_sd,0.0
null_shuffled,angle_cos_A_mean,0.0586381980028336
null_shuffled,angle_cos_A_sd,0.0
null_replicated,cosine_mean,1.0
null_replicated,cosine_sd,0.0
null_replicated,angle_cos_B_mean,1.0
null_replicated,angle_cos_B_sd,0.0
null_replicated,angle_cos_A_mean,1.0
null_replicated,angle_cos_A_sd,0.0
z,cosine_offdiag_mean,2256.880183477681
z,angle_cos_B_offdiag_mean,988.7019491199569
z,angle_cos_A_offdiag_mean,62.61578729288037
cosine_by_modtype,q_proj,0.009094711743645323
cosine_by_modtype,k_proj,0.01385791909059197
cosine_by_modtype,v_proj,0.020240968422997926
cosine_by_modtype,o_proj,0.02050366714392092
cosine_by_modtype,up_proj,0.02290696398681218
cosine_by_modtype,down_proj,0.05125173164210494
cosine_by_layer,layer0,0.027003028272590473
cosine_by_layer,layer1,0.026738303213104674
cosine_by_layer,layer2,0.01795585458783989
cosine_by_layer,layer3,0.020283293000481376
cosine_by_layer,layer4,0.028314127831298413
cosine_by_layer,layer5,0.028441783655956437
cosine_by_layer,layer6,0.02810267178199234
cosine_by_layer,layer7,0.02555976506952781
cosine_by_layer,layer8,0.020633255894110667
cosine_by_layer,layer9,0.023329706604453698
cosine_by_layer,layer10,0.016696470979600222
cosine_by_layer,layer11,0.02145704350460495
cosine_by_layer,layer12,0.015996086832570266
cosine_by_layer,layer13,0.030176663706167534
cosine_by_layer,layer14,0.02470689088263464
cosine_by_layer,layer15,0.043202793629593665
shared_subspace,mean_energy_retained_r16,0.8454466449829203
shared_subspace,avg_rank_ratio,0.5
